"candidate_id";"name";"party";"ballot_number";"summary_before";"summary_after";"summary_new";"current_office_confirmed";"current_office_label";"institutional_act_available";"phase2_review_status";"past_verified_rows";"past_nominal_unknown_rows";"past_ticket_not_applicable_rows";"past_other_population_rows";"acts_without_process_number_in_source";"source"
"210002539820";"Andreia Margarezi";"PDT";"12777";"True";"True";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539820"
"210002539801";"Bruno Berté";"PDT";"12121";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"2";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539801"
"210002539793";"Carlos Breik";"PDT";"12612";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"4";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539793"
"210002539797";"Carlos Muchale";"PDT";"12789";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539797"
"210002539821";"Cátina Monteiro";"PDT";"12912";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"4";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539821"
"210002539788";"Cristiano Cardoso";"PDT";"12800";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539788"
"210002539795";"Danrlei Massena";"PDT";"12444";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539795"
"210002539798";"Diego Picucha";"PDT";"12900";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"5";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539798"
"210002539781";"Dr. Alvaro Meira";"PDT";"12888";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539781"
"210002539777";"Dr. Thiago";"PDT";"12122";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"7";"0";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539777"
"210002539810";"Eduardo Loureiro";"PDT";"12412";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"5";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539810"
"210002539785";"Evânia Nunes";"PDT";"12666";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"7";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539785"
"210002539814";"Gabriela Ortiz";"PDT";"12132";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539814"
"210002539815";"Garçom Roni";"PDT";"12999";"False";"True";"True";"False";"";"False";"new_summary_reviewed";"2";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539815"
"210002539809";"Gerson Burmann";"PDT";"12312";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"5";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539809"
"210002539803";"Gilmar Sossella";"PDT";"12333";"True";"True";"False";"False";"";"False";"no_additional_phase2_review_recorded";"4";"1";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539803"
"210002539811";"Giuliano Tamagno";"PDT";"12190";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539811"
"210002539799";"Guto Lopes";"PDT";"12512";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"7";"1";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539799"
"210002539812";"João Marcos";"PDT";"12233";"True";"True";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539812"
"210002539787";"Leidinara Marques";"PDT";"12613";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539787"
"210002539806";"Luciano Orsi";"PDT";"12222";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"2";"0";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539806"
"210002539807";"Luis Fernando Braite";"PDT";"12192";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539807"
"210002539783";"Luiz Jacomini";"PDT";"12500";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539783"
"210002539800";"Luiz Marenco";"PDT";"12220";"True";"True";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539800"
"210002539791";"Mara Santos";"PDT";"12015";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"4";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539791"
"210002539802";"Márcia Borges";"PDT";"12035";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539802"
"210002539792";"Mari Kurz";"PDT";"12555";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539792"
"210002539822";"Paulinho da Bonja";"PDT";"12812";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"1";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539822"
"210002539789";"Poli Martinazzo";"PDT";"12003";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539789"
"210002539794";"Policial Minetti";"PDT";"12112";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539794"
"210002539808";"Pompeo Filho";"PDT";"12120";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"2";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539808"
"210002539819";"Prof. Luiz Fernando";"PDT";"12400";"False";"True";"True";"True";"Vereador de Santa Maria";"True";"new_summary_reviewed";"2";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539819"
"210002539786";"Professor Fumagalli";"PDT";"12007";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539786"
"210002539817";"Professora Regina";"PDT";"12123";"False";"True";"True";"True";"Vereadora de Passo Fundo";"True";"new_summary_reviewed";"2";"0";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539817"
"210002539790";"Ràquel Möller";"PDT";"12008";"True";"True";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539790"
"210002539818";"Regina Becker Fortunati";"PDT";"12580";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"4";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539818"
"210002539796";"Repórter Passarinho";"PDT";"12420";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539796"
"210002539784";"Rui Jordão";"PDT";"12056";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"2";"0";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539784"
"210002539823";"Sara Gall";"PDT";"12712";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539823"
"210002539804";"Thiago de Leon";"PDT";"12050";"True";"True";"False";"False";"";"False";"no_additional_phase2_review_recorded";"2";"0";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539804"
"210002539805";"Tiago Cadó";"PDT";"12000";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"5";"0";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539805"
"210002539779";"Tiago Menezes";"PDT";"12345";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"4";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539779"
"210002539813";"Vladia";"PDT";"12005";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"2";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539813"
"210002537539";"Alequis Coletivo";"PSB";"40400";"True";"True";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"2";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537539"
"210002537544";"Amaral Negrito";"PSB";"40466";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"5";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537544"
"210002537530";"André Oliveira";"PSB";"40140";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"7";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537530"
"210002537526";"Andressa Mais Participação";"PSB";"40800";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537526"
"210002537537";"Bruna Rodrigues";"PSB";"40180";"False";"True";"True";"False";"";"True";"new_summary_reviewed";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537537"
"210002537534";"Césinha";"PSB";"40123";"True";"True";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537534"
"210002537548";"Chiquinho Zonin";"PSB";"40111";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537548"
"210002537529";"Geraldo Silveira";"PSB";"40369";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537529"
"210002537541";"Jane Longaray Bitencourt";"PSB";"40199";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"2";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537541"
"210002537547";"Janine Soares";"PSB";"40777";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537547"
"210002537527";"Jaque Silveira";"PSB";"40401";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537527"
"210002537543";"Jéslei Sallines";"PSB";"40222";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537543"
"210002537545";"João Pedro Grill";"PSB";"40000";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"5";"1";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537545"
"210002537531";"Ladislê Teixeira";"PSB";"40444";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"1";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537531"
"210002537542";"Leandro Liban";"PSB";"40707";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"1";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537542"
"210002537535";"Lenara Machado";"PSB";"40540";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537535"
"210002537525";"Léo Krause";"PSB";"40999";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537525"
"210002537540";"Marisa Silva";"PSB";"40050";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537540"
"210002537538";"Paulo de Tarso";"PSB";"40040";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537538"
"210002537532";"Professor Adilson Kuhn";"PSB";"40555";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537532"
"210002537546";"Raquel Alves";"PSB";"40770";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537546"
"210002537536";"Renan da Silva";"PSB";"40042";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537536"
"210002537533";"Vinicius Bondan";"PSB";"40004";"False";"True";"True";"False";"";"False";"new_summary_reviewed";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537533"
"210002537528";"Wagner Petrini";"PSB";"40240";"False";"True";"True";"True";"Vereador de Caxias do Sul";"False";"new_summary_reviewed";"6";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537528"
"210002533942";"Abrão Godois";"PSOL";"50023";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533942"
"210002533946";"Adriano Ricoldi";"PSOL";"50550";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"2";"1";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533946"
"210002533940";"Alice Carvalho";"PSOL";"50777";"False";"True";"True";"True";"Vereadora de Santa Maria";"True";"new_summary_reviewed";"4";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533940"
"210002533939";"Djalma Dutra";"PSOL";"50007";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533939"
"210002533941";"Fabiano Benites";"PSOL";"50111";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533941"
"210002533935";"Faby Gomes";"PSOL";"50570";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533935"
"210002533930";"Fernanda Miranda";"PSOL";"50999";"False";"True";"True";"False";"";"False";"new_summary_reviewed";"5";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533930"
"210002533926";"Gabi Rosa";"PSOL";"50200";"True";"True";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533926"
"210002533938";"Guilherme Gil";"PSOL";"50950";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533938"
"210002533944";"Inácio Rodrigues";"PSOL";"50222";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533944"
"210002533945";"Iverá";"PSOL";"50888";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"1";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533945"
"210002533931";"Karen Santos";"PSOL";"50555";"True";"True";"False";"True";"Vereadora de Porto Alegre";"True";"no_additional_phase2_review_recorded";"5";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533931"
"210002533936";"Luciana Genro";"PSOL";"50000";"True";"True";"False";"False";"";"True";"no_additional_phase2_review_recorded";"7";"0";"0";"1";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533936"
"210002533925";"Marjorie Sasset";"PSOL";"50100";"False";"False";"False";"False";"";"False";"additional_attempt_without_verified_summary";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533925"
"210002533934";"Matheus Gomes";"PSOL";"50123";"True";"True";"False";"False";"";"True";"no_additional_phase2_review_recorded";"5";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533934"
"210002533943";"Matheus Vicente";"PSOL";"50050";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533943"
"210002533929";"Pedro Stein";"PSOL";"50500";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"6";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533929"
"210002533924";"Professor Guilherme";"PSOL";"50150";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533924"
"210002533937";"Professora Dani Kroeff";"PSOL";"50005";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"2";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533937"
"210002533928";"Sora Ju";"PSOL";"50333";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533928"
"210002533933";"Vilmar O Gari";"PSOL";"50010";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533933"
"210002544839";"Anderson Silva";"PSTU";"16161";"True";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002544839"
"210002544838";"Patrícia Peixe";"PSTU";"16000";"True";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002544838"
"210002534036";"Adão Pretto";"PT";"13655";"True";"True";"False";"False";"";"True";"no_additional_phase2_review_recorded";"3";"0";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534036"
"210002534013";"Alexandre Bublitz";"PT";"13010";"True";"True";"False";"True";"Vereador de Porto Alegre";"True";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534013"
"210002534040";"Ana Affonso";"PT";"13813";"False";"True";"True";"False";"";"False";"new_summary_reviewed";"7";"0";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534040"
"210002534014";"Brunno Mattos";"PT";"13013";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534014"
"210002534049";"Claudio Toralles";"PT";"13012";"False";"False";"False";"False";"";"False";"additional_attempt_without_verified_summary";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534049"
"210002534018";"Cleonice Back";"PT";"13131";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"2";"0";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534018"
"210002534010";"Daniel Ferreira";"PT";"13313";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534010"
"210002534044";"Dariu Garcia";"PT";"13112";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534044"
"210002534026";"Douglas Butzke";"PT";"13778";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"1";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534026"
"210002534051";"Ericka Oliveira";"PT";"13300";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"0";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534051"
"210002534035";"Eva Valeria Lorenzato";"PT";"13123";"False";"True";"True";"True";"Vereadora de Passo Fundo";"True";"new_summary_reviewed";"4";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534035"
"210002534015";"Grasselli";"PT";"13690";"False";"False";"False";"False";"";"False";"no_additional_phase2_review_recorded";"3";"0";"0";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534015"
"210002534020";"Halley";"PT";"13111";"True";"True";"False";"False";"";"True";"no_additional_phase2_review_recorded";"3";"1";"1";"0";"0";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534020"
